0.358416185713199	"""Our obligation is to stay at his side,"" he said and applauded."	"""It is our duty to remain at his sides,"" he said, to applause."
-0.461894628223	According to Deutsche Bank's nominal GDP stood at 118 rate hikes only twice since 1950 under 4.5 percent.	According to Deutsche Bank, in the 118 rate hikes since 1950, only twice has nominal year over year GDP been below 4.5 percent.
-0.806931776332888	Behind it a police line and behind the policemen had been formed was available a water gun.	A line of police was formed behind it and behind the police a water cannon stood at the ready.
-0.0591127897739173	In order for the volume model to be sold well, the new Astra should not be much more expensive for this.	To ensure that it sells well, the price of the new Astra is not increasing significantly.
0.620187382901557	As part of a bid to open state-controlled sectors, other areas will be opened up to private investment.	In a bid to open up state-controlled sectors, more areas will be open to private investment.
-0.792590027382533	Because this still lacked even the construction plans are variable.	Since this does not yet exist, construction plans are still subject to variation.
-0.0104695327276289	After the discussion was broadcast, the social media exploded ahead of disapproval over Damon's comments.	After the discussion aired, social media exploded in disapproval over Damon's comments.
0.397921144790046	Highlights: mannequins that look frighteningly human thanks video projections.	The highlights: mannequins which look alarmingly human thanks to video projection.
-0.384445220244586	Hundreds of refugees are to come under in Wiesbaden	Hundreds of refugees to be given accommodation in Wiesbaden
-1.22350004227673	Müller received with its 28. Hit into the champions League assistance of Olympiakos goalkeeper Roberto, good-natured for Bavaria guidance, which let a shot of the world champion thought as flank happen.	With his 28th goal in the Champions League, Müller took Bayern into the lead with the gracious help of Olymiacos goalie Roberto, who let through a cross shot from the world champion.
-0.524281681128975	However, he refused to rule out the appointment of another series of The Voice in the future or spending fee payers money on other Unterhaltungs formats.	However, he refused to rule out ordering more series of The Voice in the future, or spending licence fee payers' money on other entertainment formats.
0.583014960625492	He has interpreted the Bible texts selected by Otmar Alt and thus translated into the current context.	"He has interpreted the Bible texts selected by Otmar Alt and ""translated"" them to the current day, in a topical context."
-0.163175333423372	As the representative of Islam must agree on clear contact and be prepared to cooperate with the government in many areas and to give him some control.	Thus the representatives of Islam must agree to clear points of contact and be ready to cooperate with the state in many areas and to concede certain control options.
0.115769182600877	The current process has been postponed.	The current case was adjourned.
0.266798978843879	Analysts expected, according to a poll by FactSet 10.84 $.	Analysts expected $10.84, according to a survey by FactSet.
-0.991779195642987	The jewelry cover has Golden letters.	The decorated cover of the book is lettered in gold.
0.428496348340809	Angel Di Maria celebrates with Blaise Matuidi and Edinson Cavani after his match against Malmö.	Angel Di Maria celebrates with Blaise Matuidi and Edinson Cavani after scoring against Malmo.
0.775988255454866	Magnussen tweeted a photo and explained that he had suffered the injury when he was thrown from the bike.	Magnussen twittered a photo of the damage and explained that he received the injury falling from a bike.
0.0267399589565906	"""It was very scary,"" said Scott Ortoria Nhaijahs mother, CNN."	"""That was very scary,"" Ortoria Scott, Nhaijah's mother, told CNN."
0.662614585668827	The teacher is highly allergic to hand disinfectants and banned them from their space.	The teacher is highly allergic to hand sanitizer and banned it from her room.
0.840907510266397	The products are cheap and a number of them are sold in large quantities.	Items are reasonably priced, and a number of items are sold in bulk.
0.461578986817403	In addition, buses from Presevo on the Macedonian-Serbian border, which had brought migrants to the Hungarian border would be redirected in the direction of Croatia, reported Croatian and Serbian media on Wednesday.	In addition it was reported by both Croatian and Serbian media on Wednesday that buses from Presevo on the Macedonian-Serbian border, which have up to now taken migrants to the Hungarian border, are being diverted to Croatia
-0.516262302289494	The support program for refugee shelters the state bank KfW is in cities and towns already good.	The KfW state bank's refugee funding programme has already been well received in towns and local authorities.
0.866593260009165	At the same time, Kingfisher will close 60 B & Q stores nationwide	At same time Kingfisher is closing 60 B&Q outlets across the country
-0.52667150437591	During the Aberntens on a corn field in Pratau (district of Wittenberg) several hunters were in operation, the police said.	A number of huntsmen were in action on a corn field near Pratau (Wittenburg district) during the harvest, according to police.
-0.763801888026399	Young people have allegedly mixed with alcohol containing mouth water disinfection means to get a drink härteres.	Teens have reportedly mixed sanitizer with alcohol-containing mouthwash for a stiffer drink.
1.06156275238455	The crisis is over.	The crisis is over.
0.383872931089472	Outside of pure stock games consumers will also benefit from the rising dollar.	Outside pure stock plays, consumers stand to benefit as well through the rising dollar.
-0.294712940314355	Here is a based on historical trends look at how some sectors of the economy might react:	Here's a look at how some areas of the economy could react, based on historical trends:
1.05732119522195	Hemoglobin A1c is best kept under 7 percent, the researchers write.	Hemoglobin A1c is best kept below 7 percent, the researchers write.
0.00275662462016242	Important would be also the establishment of an Islamic welfare organisation, which worries professionally about the newcomers.	The founding of an Islamic welfare organisation, which looks after new arrivals in a professional manner, is also important.
-0.317621768901737	In Furla shop in front of the shop, where they sell, among other things, bags, suitcases, shoes and garments from different manufacturers, is now all about ladies brand Furla handbags, purses are from 75 euros.	In the Furla shop opposite the business where she sells among other things bags, cases, shoes and garments from different manufacturers, everything now revolves around Furla women's handbags; purses can be obtained starting at €75.
0.243366085201672	Parliament must still agree to the military's use of the military, which is expected for next week, but reporters told Associated Press on the border there were heavily armed soldiers with vehicles and dogs already seen for days.	Technically, parliament must still approve the deployment of the military, expected next week, but Associated Press reporters at the border have seen heavily armed military personnel with vehicles and dogs for days.
0.59434592256247	It was not immediately clear why lamb went to this house, but Johnson said she believes he knew the people who lived there.	It was not immediately clear why Lamb went to that home, though Johnson said she believes he knew the people who lived there.
-0.906395241964221	At all, the so-called vintage fashion, which appeals to past Stilepochen, is an increase in order potential.	Generally, so-called vintage fashion, based on style eras from the past, is producing an increasing potential for orders.
-1.39803675554458	Young Mrs. von Güterzug seizes	Young woman hit by goods train
-0.194471596495558	If anything.	At least.
-1.11893548598441	"First, the ""image"" had reported."	"First reported in the ""Bild""."
0.175458636397704	But that alone will not be enough to stop him, not to appear, he warned.	But that alone was insufficient to deter him from failing to appear, he warned.
0.524679540152321	The Broncos game was a good game, I have not seen it yet, but what was the result? 16: 12?	The Broncos game was probably a good game, I haven't watched it yet but what was the score? 16-12?
-0.253065907717886	Free since 1952, he worked as a freelance architect, but also worked as a teacher, writer and institute director.	He worked from 1952 as a freelance architect, but was also a teacher, writer and institute director.
-0.353327947408004	Put it in a window of time in which nobody wanted to see ever.	They put them on a slot where no one was ever going to watch them.
0.524193196570968	MR Corbyns decision not to sing the national anthem, has drawn attention to himself	Mr Corbyn's decision not to sing the national anthem has attracted attention
-0.440401529301861	Véronique Laury, new chief executive of Kingfisher, the DIY chain, said that a large increase in the number of skilled craftsmen from Eastern Europe, offering the services at budget prices is now obsolete.	Veronique Laury, new chief executive of Kingfisher, which owns the home improvement chain, said a big rise in the number of skilled tradesmen from Eastern Europe offering services at rock-bottom prices is behind the trend.
0.708480807905412	To defuse the dispute over the planned transatlantic free trade agreement TTIP, the EU Commission proposed a comprehensive reform of the current arbitration system.	To defuse the controversy over the planned Transatlantic Trade and Investment Partnership, TTIP, the EU Commission has proposed a substantial reform of the current arbitration system.
-0.00852936169083477	The printers group growing up in Palo Alto, California is currently dividing: The computer and printer business this year is going to be bundled into a new company - separated from the more promising future areas of computer servers and data storage for companies as well as the other services.	The group based in Palo Alto, California, which initially grew through its printer sales, is currently splitting its business: this year the computer and printer side will be combined in a new company, separated from the the promising areas of computer servers and data storage for business as well as other services.
0.156156843928614	Has taken six months of construction.	Construction took six months.
-0.506830429995167	"Food Watch described it as a ""trick"" because smaller peaceful fish such as carp are usually charged so low that they already comply with the planned levels."	"But Foodwatch describes this as a ""trick"", because smaller prey fish, such as for example carp, generally have so little contamination that these planned maximum levels are already complied with today."
-0.821517161629884	On diets, he asked the association of 1,000 euros per month, but the actual cost was much higher, he added.	The club had set aside €1,000 per month for per diem allowances, which were in fact expenses which would have been much higher, he added.
0.245682496510725	But Clinton's supporters are more consistent than the other candidates in the election.	But Clinton's backers are more firm in their choice than those backing other candidates.
0.430444070272856	This contrasts with the sometimes distinctive statements of the descendant.	This is at odds with the sometimes pithy statements of his descendant.
-1.04787253595842	Public opinion this was in March, shortly after the problem came to light split.	The public's views on this were split back in March, shortly after the issue came to light.
-0.616444499379318	People do their errands, sometimes fast, sometimes a breath.	People carry out their errands, some of them walking briskly, some of them strolling along in a leisurely fashion.
-0.221312695365012	The Black-Friday-phenomenon that has been imported from America, as a reason for the declining sales quotes.	The Black Friday phenomenon, which has been imported from America, is being cited as one of the reasons behind the slowing sales.
0.484064939788301	They can compute your BMI here: 1.usa.gov/1D0ZqDv.	You can calculate your BMI here: 1.usa.gov/1D0ZqDv.
0.576145468576119	Parliamentary colleague Damien Collins attacked the broadcast The Voice and said that this was not very original.	Colleague Damien Collins MP attacked The Voice, saying that too wasn't original
0.190664001709859	In the third phase of the Rhine boulevards, the archaeologists found what they needed.	The archaeologists made a find in the third construction phase of the Rhein Boulevard.
0.617160599613377	This point had originally stood on the non public part of the agenda.	Originally this point was scheduled as a part of the agenda not open to the public.
0.799395074806616	Metcash refused to respond publicly to the comments by Mr Douglass.	Metcash has declined to respond publicly to Mr Douglass' comments.
0.832799880369107	Each housing unit has two bedrooms, a bath, a kitchen and a lounge.	Each living unit has two bedrooms, one bathroom, one kitchen and a lounge.
0.144084440062057	We really need to really support Celtic because this makes the players better.	We really, really need the support of Celtic because that makes the players much better.
0.349886910240897	Thousands of desperate refugees are stuck in the meantime on the balkan route.	Thousands of desperate refugees are currently stuck on the Balkan route.
-0.654339269069453	Municipal terveyskeskus- and sairaalalääkäreiden strike lasted five months and prompted a lively debate about how the strikes could endanger patient safety.	The strike of municipal health centre and hospital doctors lasted about 5 months and gave rise to discussion about how strikes can compromise patient safety.
0.797743387871452	It was not immediately clear why the rubber bullets, which are known to have killed, but which are traditionally used as an alternative to the less dangerous, seemed to have caused so many deaths.	It was not immediately clear why rubber bullets, which are known to kill but are traditionally used as a less-lethal alternative, apparently produced such a high death toll.
1.11215945634561	What about the schools and nurseries?	What about schools and nurseries?
-0.854587558287281	I beat them imagine straight away.	I’ll beat them in their place immediately.
0.404580311592549	The company said it expects operating profit increasing from the previous year, because they have cut costs, turnover has increased and e-commerce is on the rise.	The company said it still expects earnings to grow over the previous year because of cost-cutting, higher revenue and growth in online commerce.
-0.338209135960146	But, in what the government ought to decide tomorrow, not of Marx's help.	But Marx will not help with tomorrow’s government decisions.
0.821535898146704	We estimate that it was contrary to the values of parliamentary democracy and the principles of open dialogue.	According to our estimation, this was against the values of parliamentary democracy and the principles of open dialogue.
-0.915312226920021	From the mouth of the river became one of the gravel voice your sotelle	One discordant note for ‘Siun sote’ reform package on healthcare and social welfare
0.864399760857705	Outside of great Britain you can send them to the international number +44 7624 800100.	Or if you are outside the UK, send them to the international number +44 7624 800 100.
-0.485438866509847	"""Sipilä told the prime minister in his speech but also, why the Finnish government sitting in tax havens, the hiding his own millionaires, who drew up the other tax evaders friends an amnesty law, and at the same time claim to the American people, that has to be cut, when the government has run out of money?"" asks Pia Dragon touched."	“In his speech, will the Prime Minister Sipilä also tell why there are millionaires hiding their funds in tax paradises sitting in the Finnish government, creating acts of indemnity to their tax evader pals and, at the same time, arguing to people that we must cut becuase the country has no money left?”, asks Pia Lohikoski.
-0.755519929320983	"""Does the Prime Minister in his speech Sipilä also why the Finnish government sitting on their capital in tax havens hiding millionaires, who prepare others veronkiertäjäkavereilleen amnesty laws and at the same time claim to the people that will be forced to cut when the money from the state is the end?"" asks Pia Lohikoski."	“In his speech, will the Prime Minister Sipilä also tell why there are millionaires hiding their funds in tax paradises sitting in the Finnish government, creating acts of indemnity to their tax evader pals and, at the same time, arguing to people that we must cut becuase the country has no money left?”, asks Pia Lohikoski.
0.238150812685178	One of the Special Patrol Group collective produce parody advertisements.	One of the spoof ads produced by the Special Patrol Group collective.
0.18074208802755	According to the statement, will create a negative list, which names the sectors and companies, which will not be allowed to invest.	According to the statement, a negative list, identifying sectors and businesses that are off-limits for investment, will be drawn up.
0.602393424769412	The latest turmoil does not come anywhere near its level, Posen says.	The latest turmoil doesn't come close to that level, he said.
-0.294129834784486	Berner says that she has membership in the resignation in May of this year.	Berner herself says she has already given notice of her resignation in May this year.
-0.518640504554562	Berner himself says resignation of the membership in May this year.	Berner herself says she has already given notice of her resignation in May this year.
-1.35809808311702	Sipilä from subtle appeal	A smart move from Sipilä
-0.367848287354459	As described in the joburgissa: homeless young people trained photographer	'Shot in Joburg': Homeless youth trained as photographers
-0.531605541095856	Soon after the elections in six months.	It has been almost six months since the election.
-0.58947111836319	Abolished by flights made more than half a million trips a year, when a total of the ministry of buying traffic trips is around nine million.	There are over half a million journeys a year made on the reduced trains, as the total number of journeys in the traffic services purchased by the ministry is about nine millions.
-0.125728009417504	As part of the University of savings to start up the entire staff of the talks, with the savings target is 6.5 million annually.	As part of the savings, the university begins employee cooperation negotiations that concern the whole staff, with an annual savings goal of 6.5 million.
0.621452360378077	An article entitled 'Dear agony aunt.	The title was Dear Agony Aunt.
0.530997804016049	"This better ""glycemic control,"" which improved levels of hemoglobin A1c describe, did not reduce mortality rates five years, says principal investigator Dr. Chih Cheng Hsu and his colleagues."	"But this better ""glycemic control"" - as reflected by the improved hemoglobin A1c levels - did not reduce the mortality rate at five years, according to lead researcher Dr. Chih-Cheng Hsu and colleagues."
0.327217551459491	A Swedish study found that bariatric surgery use effect obesity had a 29 percent lower probability of dying 15-year period, when they were compared to a group that had tried more traditional treatments.	In the Swedish study, obese people who had bariatric surgery were about 29 percent less likely to die over 15 years, compared to a group who tried more conventional methods.
0.283570832704215	In the Swedish study, it was found that weight-loss surgery go excess fat was 29 per cent less likely to die in a 15 year period, compared to a group that had tried traditional methods of treatment.	In the Swedish study, obese people who had bariatric surgery were about 29 percent less likely to die over 15 years, compared to a group who tried more conventional methods.
-0.102367595359075	You don't go to every place, but I would like to move forward.	You do not remain stationary but want to move forward.
-0.25538248686998	To participate in the competition: how many design-for-all object identified by a reference to this home?	Take part in competition: How many design objects can you recognise from this home?
0.451776110416387	Lana Jeavons Fellows and Sarah Mackay, Snezana Markoski could accidentally reveals who will win the Bachelor series.	Lana Jeavons-Fellows, Sarah Mackay and Snezana Markoski may have unwittingly revealed who wins The Bachelor.
-0.677794979842004	Located in the region, according to the complaint, pysyväisluontoisesti remains a critical infrastructure, which is the armed forces and its partner, in other words, Finland's Oy Erillisverkot's disposal.	The complaint states that there is still permanent infrastructure for time of crisis, and it is still in use by the National Defence Forces and its cooperation partner, State Security Networks Ltd.
0.359917830367367	The models yesterday, Tory Burch show.	Models yesterday in Tory Burch show.
-0.78329204556764	Tory Burch designs yesterday at the screening.	Models yesterday in Tory Burch show.
-0.744416879170376	Wood points out that the Prime Minister Sipilä, the government's proposal for a social contract is not Germany declined.	Lyly reminds people that SAK did not accept Prime Minister Sipilä’s Government’s proposal for social contract.
-0.277348522312749	Lyly recalls that Prime Minister sipilän government proposal for a social contract not to Sak was good enough.	Lyly reminds people that SAK did not accept Prime Minister Sipilä’s Government’s proposal for social contract.
0.767417727508334	As such, it is no wonder that the trade unions protested.	It is no wonder that the trade unions are protesting.
0.703059814331603	It is a waiter who pretends to be the wife of a client.	This is a waiter/waitress, who pretends to be the client’s spouse.
0.221149911304253	Only a month ago seemed so this month that the central bank would be raising interest rates by a quarter percentage point, taking the first small step towards the tightening of monetary conditions slow, which would verify the stability of the US recovery.	Just a month ago, the Fed seemed on track to raise the rate by 0.25 percentage point this month, the first small step in a slow tightening of monetary conditions that would validate the strength of the U.S. recovery.
0.312413952346494	Express-income unit were higher due to higher basic fees, whereas operating profit of cargo operations was lowered by higher labor costs.	The express unit saw higher income because of higher base rates, while income fell in the freight business on higher labor costs.
0.123912417141359	I was a big part of the learning can be summed up in eight simple rules.	Most of what I learned can be distilled into eight simple rules.
-0.425076401802252	I can say with certainty that Richard Gloss ip is innocent.	I cannot say with certainty that Richard Glossip is innocent.
0.539261440261151	4 dead in police shooting rubber bullets against demonstrators, Nepal	4 Killed After Police Fire Rubber Bullets at Protesters in Nepal
0.41706132098243	Present at the forum were 36 delegates from 43.	There were 36 of the 43 delegates present in the discussion gathering.
-0.659641971339332	While some Republicans have tried to hilata Donald Trumpia kannatuskyselyjen kärkisijalta away, it is not (yet) succeeded.	But no matter how some Republicans are trying to drag Donald Trump down from atop the polls, it hasn't worked (yet).
-0.574216999385871	When republikaaniäänestäjät are thinking as commentators, they are of the opinion that the Trump is a real option.	When they put on their pundit hats, Republican voters think Trump is for real.
0.372742675119744	When Republican voters think as commentators, they are of the opinion that Trump is a genuine alternative.	When they put on their pundit hats, Republican voters think Trump is for real.
-0.0743831269103561	The price of Suomalaisittain is also interesting, initially it is reported to be 52 000 euros.	What is also of interest to Finns is the price that is provisionally told to be 52,000 euros.
-0.234412826499749	There are told, among other things, SVT.se, Dagens Nyheter nettisivuillaan, according to the Swedish Migration Agency, the country lost hundreds of underage applicants each year.	This was reported by for instance SVT.se and Dagens Nyheter on their websites. According to Swedish immigration service, hundreds of underage applicants disappear every year in the country.
-0.488203427428078	Design a new European design director Gregory Guillaume, created by The Age on the steps is more rounder.	The Sportage, created under the direction of the new European Chief Designer Gregory Guillaume, is more rounded in form than earlier.
-0.244907143884157	More than two years after the company will pay back the loan.	The company will repay the loan after two years the latest.
-0.524265071029462	"David Cameron a half-assed uudelleenneuvottelustrategiat British in the EU should be forced from day to day, to a still larger problem, even if not taken into account even heartfelt, Jeremy, ""Is that a yes or a no?"" corbynin selection to the Labour Party or the leadership of the central organization of trade unions angry for Europe on Tuesday."	"David Cameron's half-baked renegotiation strategy for keeping Britain in the EU gets deeper into trouble with every day that passes, even without the election of genial Jeremy ""Is it Yes or No?"" Corbyn to the Labour leadership, or the TUC cutting up rough over Europe on Tuesday."
0.157760403003957	"David Cameron's half-hearted renegotiation strategies to keep Britain in the EU are growing by the day's problems, even if it is not to be taken into account even a hearty Jeremy ""Is it yes or no?"" Corbyn's election to the leadership of the Labour Party or the unions' of angry about Europe on Tuesday."	"David Cameron's half-baked renegotiation strategy for keeping Britain in the EU gets deeper into trouble with every day that passes, even without the election of genial Jeremy ""Is it Yes or No?"" Corbyn to the Labour leadership, or the TUC cutting up rough over Europe on Tuesday."
-0.455867923408711	"Mongolia, the Russian delegation got written off, so Naryshkin went on to the taunting by praising applauded and Mongolia ""excellent organisation."""	The Russian delegation had no problems entering Mongolia, so Naryshkin continued to snipe at Finland by complimenting and acknowledging Mongolia for its “excellent organising”.
0.179294236442911	The report by the Sri Lankan armed forces accused of torture, abductions and systematic sexual violence, whose victims were less likely than men than women.	The report accuses the Sri Lankan security forces of torture, kidnappings and systematic sexual abuse targeted men as likely as women.
0.801967039704209	It is not known whether the truck might be on his way to Finland.	There is no information whether the truck was possible on its way to Finland.
-0.509081263298646	Because Clover Thunderball was forced to be light exercise, Pohjola says that he was pleasantly surprised horse in the last of the race for.	Since Apilan Pallosalama had to be restricted to light exercise, Pohjola says he is positively surprised about the horse’s last run.
-0.505228903643411	Scrooge has already published yesterday in the new image look instagramissa, which he has had to take the film for.	Already yesterday Roope posted an image of his new look for the film to Instagram.
0.0679868521245074	Trade inside the food court (good, cheap) is close to the unions, and there's a lot of takeout options.	The store's indoor food stall (good, inexpensive) is near the registers, and has various takeout options.
-0.746850167173413	Trade found inside food stalls (good, cheap) is close to the unions, and there are several nouto food options.	The store's indoor food stall (good, inexpensive) is near the registers, and has various takeout options.
0.128624129805534	Firefighters' strike was one of the longest in the 1990s, if not the longest strike in the valtakunnallinen.	The firemen strike was one of the longest, if not the longest, national strike in the 1990s.
0.554916521542322	Short-term interest rates are still high, the yield curve has been steady, and credit margins have increased and volatility has risen - all of that is characteristic of the market at a time when the central bank has tightened its guidelines.	Short-term interest rates are up, the yield curve is flatter, credit spreads have widened and volatility has increased - all characteristics of the market when the Fed tightens policy.
0.126946603240056	Hewlett-Packard is prepared to cut 25,000 to 30,000 jobs as part of its restructuring and cost cutting efforts to yrityspalvelu business.	Hewlett-Packard expects to cut 25,000 to 30,000 jobs as part of its restructuring and cost-saving efforts at it enterprise services business.
-0.492328928627455	Support to ensure that the telephone is downloaded, or during an update near the charger, battery does not stop in the middle.	It's worth ensuring that your phone is charged or near a charger while the update happens, so that it doesn't run out of battery.
-0.414761202973022	This weekend's Premiership game, injured Aguero came on the field until the last ten minutes.	Aguero picked up an injury in the weekend’s Premier League game, and did not make an appearance until the final ten minutes.
-0.261831299228674	@ juhasipila fear?	What is @juhasipila afraid of?
0.762298495841655	What @ juhasipila is afraid of?	What is @juhasipila afraid of?
-0.0534374304621698	Rail roads leading to the square are closed to motor vehicles around 9.30 a.m. to 14 for the period.	The streets leading to Railway Square are closed from motorised vehicles between about 9.30-14.
-0.489672029720905	Railroad will lead to the roads are closed at about 9.30-14 motor vehicles for the period.	The streets leading to Railway Square are closed from motorised vehicles between about 9.30-14.
0.238524454557708	Dons increased their lead to five points at Celtic	Dons stretch lead over Celtic to five points
-0.684520387302473	He kept his connection to the government and to create an alternative proposal by Prime Minister Juha Sipilän - us - 5% productivity loikaksi.	He told he had been in contact with the Government and was drafting an alternative proposal for the five per cent productivity leap required by Prime Minister Juha Sipilä (Centre).
-0.281237894213981	Demokraattiäänestäjiltä when asked who they would choose the second, the party's nomination, Biden is the most popular choice.	When Democratic primary voters are asked who would be their second choice for the party's nomination, Biden is the top pick.
-0.404437880183374	Siuntiolainen Bengtström believes that the operation of the state's junaleikkuri is shortsighted.	Siuntio resident Bengström sees the state's train cuts as short-sighted solution.
-0.193394727150178	"He has kept his tongue in check with the spy got a year and a half, and didn't want that, ""it would envy."""	"He had bitten his tongue about the spy allegations for 18 months and didn't want it ""to look like sour grapes."""
0.143437554368105	They get over this by damaging the fence, are now in police custody, and they are accused of in the new laws defined violations.	They got across by damaging the fence, are now in police custody and are being charged with committing offenses under the new laws.
0.327962819732302	They got over the fence, damaging, are now captured by the police, and they are accused of offenses specified in the new law.	They got across by damaging the fence, are now in police custody and are being charged with committing offenses under the new laws.
-0.222460099409029	The British Medical Journal (BMJ), the experts write joined Lancey, was criticized by Public Health England (E) evidence used in electronic cigarettes.	Experts writing in the British Medical Journal (BMJ) joined the Lancet in criticising the evidence used by Public Health England (PHE) in its report on e-cigarettes.
-0.435427318722039	The British Medical working for the Journal ( BMJ) write experts shared the Lancet criticizing Public Health England ( PHE) used by the evidence in its report, electric tobacco.	Experts writing in the British Medical Journal (BMJ) joined the Lancet in criticising the evidence used by Public Health England (PHE) in its report on e-cigarettes.
0.823528239438573	Brazilian pediatrics organization SPRS has invented a shocking way to try to get women to understand the importance of good nutrition during lactation by publishing pictures of babies sucking the breasts, which are painted with depictions unhealthy food.	Brazilian pediatric organization SPRS has come up with a shocking way to try and get women to understand the importance of good nutrition while breastfeeding, by featuring images of babies suckling from breasts painted with depictions of unhealthy food.
-0.307063992377976	Favor Hamilton was 43 years old when his mother took a prostitute in Las Vegas.	Favor Hamilton was 43 years old when she became a prostitute in Las Vegas.
-0.243083375370905	There are organisations actions whatever the view, so it is nonsense, on Friday that somehow would stop the protests.	Whatever the opinion on the organisers’ actions, the idea that the demonstration on Friday would somehow stop Finland is nonsense.
-0.602312024850422	Wednesday also signed some long Russian (168 students), German (124) French (52) and Spanish (27).	There were also some who took part in tests for advanced Russian (168 candidates), German (124), French (52) and Spanish (27).
0.356449941192907	Lyth was elected seven times to the national team, such as Sam Robson before him, while Nick Compton was selected nine times out of.	Lyth got seven caps - like Sam Robson before him - while Nick Compton got nine.
-0.00445522887975883	Western countries rejected the more than three years ago, Russia's bid to Syrian President Bashar al-Assad would have been to abdicate, says President Martti Ahtisaari Guardian.	More than three years ago the West ignored Russian offer to have Syrian President Bashar al-Assad to give up power, says President Martti Ahtisaari for the Guardian.
-0.0460847648615108	A series of the final section of the two men, both Caldiero cameraman Geoff Britten, survived the final round.	During the season finale, two men, Caldiero and cameraman Geoff Britten, made it to the final round.
-0.847741718819863	Tigers sijaislyöjä Victor Martinez hit a three and allowed two runs, which were his first minted her season after the middle of August.	Tigers designated hitter Victor Martinez had three hits and drove in two runs, his first RBIs since mid-August.
-0.924571213462479	I like the president.	I like the guy.
-0.356316527229778	And not strategists downer only financial market warning signs, but in addition, they pointed out that even the Us economy has not yet recovered from the financial crisis and decades of heavy from the recession in that model than in the past.	And the strategists are killing the mood not only with the warning signs of financial markets, but also by noting that not even the United States’ economy has recovered yet from the financial crisis and the heaviest recession in decades like it earlier has.
0.904496990039403	The margin of error in a study involving 351 Democratic voters, is 6 percentage points.	The margin of error for the sample of 351 Democratic primary voters is 6 percentage points.
0.626706776745144	We can never know how much your friendship may mean.	You never know what difference your friendship could make.
-1.06991768717516	Kujala estimates that the worst liikennesumppu stretches from Hakaniemen ydinkeskustaan.	Kujala estimates that the worst traffic jam stretches from Hakaniemi to the nuclear centre.
1.15636078669533	It's funny how it always comes up at this time of year.	It's funny how this always comes up at this time of year.
-0.574066711941431	The period of change at the turn of the year and the abolition of routes across the country.	The contract period changes at the turn of the year, with closed routes in the whole country.
0.206711413894848	Kesko said of the possible closure of the individual trade has not yet been informed.	According to Kesko, there is no information yet about the possible closing of individual shops.
-0.649554699133127	The hakasen seminars organized by the capital, based on the author list, there is also the Aalto University professor, a respected economic brains Sixten korkman.	The book that is based on Capital seminars organised by Hakanen also has a professor of Aalto University on its list of writers: esteemed economy expert Sixten Korkman.
-0.665700099248189	Chevron organised by Capital-seminars based on the book, the author list can also be found in Aalto university professor, a respected economic expert Sixten Korkman.	The book that is based on Capital seminars organised by Hakanen also has a professor of Aalto University on its list of writers: esteemed economy expert Sixten Korkman.
-0.543685809821228	The article states that Kauhavan field, it is the last two years of negotiations have taken place between the organization of training and potential foreign operator results to the airport.	The story states that as far as Kauhava airfield is concerned, during the last two years there have been discussions on organising flight education and on possible arrival of a foreign operator on the airfield.
0.281123216295868	Below is an overview of how some sectors of the economy will react to past performance on the basis of:	Here's a look at how some areas of the economy could react, based on historical trends:
-0.598255862560461	The prison authorities say, I can not be a witness, as well as the supplier, so I can not be with me a notebook and pen to record've ever seen.	The prison authorities say I cannot be both a witness and a journalist, so I won't be allowed a notebook and pen to record what I see.
0.103674331222679	But now he has a team that will be able to play the kind of played rugby, which we consider to be exciting, especially when he has a speedy young guys.	But now he has a team which can play what we would see as exciting footy, especially his young halves with their speed.
0.444151069703921	Unemployment in Scotland remained 164 000 person during the period between May and July, while the unemployment rate in Britain rose by 10,000 people a total of 1.82 million.	UNEMPLOYMENT in Scotland remained unchanged at 164,000 during the period May to July while the number out of work for the UK as a whole increased by 10,000 to 1.82 million during the same period.
-0.835454373381529	Malmö was a tukko opponent. It won a Celtic's match when, at this level, its inaugural kentällisessä has nine international players and five male defence as well as two players deep middle ground.	Malmo, who beat Celtic in a play-off to reach this stage, lined up with nine full internationals on the field at kick-off and, with a five-man defence and two deep in midfield, were stuffy opponents.
-0.164594667279485	We laugh often we talked.	We often laugh a lot when we talk.
-0.273010924868989	Iitissä resident couple intends to drive home the night because of their young children, often at the same time, though, because the distance is not too long.	The couple who live in Iitti will, however, often drive back home to spend the night with their small children, as the distance is not too great.
-0.212389329407059	"Robertson added: ""When she found the images of the phone, he yelled at her mother, was shaking and crying."	"Ms Robertson added: ""When the girl found the messages on the phone she shouted her mother and was shaking and crying."
-0.684294142745863	Radio 3, however, was not the only part of the BBC's supply, which was criticised on the toes of commercial competitors luck for culture, media and urheiluerityisvaliokunnan during the hearing.	However, Radio 3 was not the only element of the BBC's output which came under fire for treading on the toes of commercial rivals, during the Culture, Media and Sport select committee hearing.
-0.822638271944162	The whole crown of gold metal belt and red lipstick.	The ensemble is topped off with a golden metallic belt and red lipstick.
-0.482072288577932	They have met, spoken on the phone and many consider it important titles for Lees.	They have met, talked in the telephone and sent messages.
0.186493202986275	"McKee and Capewell say PHE's argument that ""so far there is no evidence that electronic cigarettes works as a route for burning in children or non-smokers"" to be premature."	"McKee and Capewell said PHE's claims that ""there is no evidence so far that e-cigarettes are acting as a route into smoking for children or non-smokers"" were premature."
